Queens Rolling Sales File.  All Sales From February 2016 - January 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/26/2016,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,FOREST HILLS,01 ONE FAMILY DWELLINGS                    ,1,3344,72, ,S1,111-01 78TH AVENUE, ,11375,1,1,2,4863,2676,1910,1,S1," $990,000 ",12/30/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2121,2, ,B1,102-07 62 ROAD, ,11375,2,0,2,1975,1472,1940,1,B1," $770,000 ",3/4/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2121,2, ,B1,102-07 62 ROAD, ,11375,2,0,2,1975,1472,1940,1,B1, $-   ,2/27/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2122,22, ,B1,102-26 62ND   ROAD, ,11375,2,0,2,1868,1548,1945,1,B1," $820,000 ",6/6/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2122,44, ,B3,102-53 62ND DRIVE, ,11375,2,0,2,1520,1184,1945,1,B3, $-   ,5/24/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2124,24, ,B3,102-26 63RD   AVENUE, ,11375,2,0,2,2650,1272,1930,1,B3," $625,000 ",11/30/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2125,47, ,B3,102-25 63RD DRIVE, ,11375,2,0,2,1577,1324,1940,1,B3, $-   ,1/4/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2130,34, ,B3,102-42 65TH   ROAD, ,11375,2,0,2,1800,1620,1940,1,B3," $810,000 ",7/12/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2147,1, ,B1,105-01 63RD DRIVE, ,11375,2,0,2,2300,1848,1940,1,B1," $950,000 ",6/22/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2151,142, ,B3,105-45 65TH   ROAD, ,11375,2,0,2,1900,1973,1945,1,B3, $-   ,2/24/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2167,52, ,B1,10829 63RD ROAD, ,11375,2,0,2,2200,1818,1940,1,B1," $720,000 ",11/23/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2168,23, ,B1,108-42 63RD ROAD, ,11375,2,0,2,2500,1700,1960,1,B1," $834,965 ",1/23/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2168,40, ,B1,108-37 63RD   DRIVE, ,11375,2,0,2,2500,1700,1960,1,B1, $-   ,1/4/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2169,26, ,B1,108-52 63RD DRIVE, ,11375,2,0,2,2500,1700,1945,1,B1," $950,000 ",12/13/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2180,57, ,B1,110-35 63RD   AVENUE, ,11375,2,0,2,3420,1750,1950,1,B1, $-   ,10/5/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3176,39, ,B3,89-82 COOPER AVENUE, ,11374,2,0,2,2300,1312,1930,1,B3," $615,000 ",9/30/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3179,44, ,B1,68-48 SELFRIDGE STREET, ,11375,2,0,2,2700,1680,1950,1,B1," $825,000 ",5/24/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3180,40, ,B1,68-07 ALDERTON STREET, ,11374,2,0,2,2600,1872,1940,1,B1, $-   ,5/5/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3180,80, ,B1,67-20 SELFRIDGE STREET, ,11375,2,0,2,2100,1806,1950,1,B1, $-   ,1/18/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3180,84, ,B1,67-32 SELFRIDGE STREET, ,11375,2,0,2,3325,1890,1935,1,B1," $1,050,000 ",11/30/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3180,95, ,B1,67-52 SELFRIDGE STREET, ,11375,2,0,2,2600,1680,1945,1,B1," $1,050,000 ",11/9/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3188,22, ,B3,67-64 EXETER STREET, ,11375,2,0,2,1800,1206,1940,1,B3," $870,000 ",11/23/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3189,15, ,B3,67-72 DARTMOUTH STREET, ,11375,2,0,2,2800,1224,1930,1,B3, $-   ,8/17/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3190,14, ,B1,67-74 CLYDE STREET, ,11375,2,0,2,2400,2000,1945,1,B1," $810,000 ",4/14/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3197,44, ,B3,68-47 KESSEL STREET, ,11375,2,0,2,2342,1584,1920,1,B3, $-   ,1/13/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3200,20, ,B3,6830 GROTON STREET, ,11375,2,0,2,1800,1152,1945,1,B3," $812,000 ",7/22/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3200,27, ,B3,68-46 GROTON STREET, ,11375,2,0,2,1800,1152,1945,1,B3," $910,000 ",1/23/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3204,11, ,B3,68-20 CLYDE STREET, ,11375,2,0,2,1800,1900,1930,1,B3, $10 ,5/18/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3204,36, ,B1,100-05 69 AVE, ,11375,2,0,2,3233,3176,1930,1,B1, $-   ,10/24/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3204,56, ,B3,68-15 DARTMOUTH STREET, ,11375,2,0,2,2200,1862,1930,1,B3, $-   ,9/30/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3205,43, ,B1,68-11 CLYDE STREET, ,11375,2,0,2,2600,2394,1930,1,B1," $1,225,000 ",5/25/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3205,44, ,B1,68-09 CLYDE STREET, ,11375,2,0,2,2600,2476,1930,1,B1, $-   ,10/25/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3208,1, ,B3,89-02 69TH   AVENUE, ,11375,2,0,2,2200,1280,1925,1,B3," $916,700 ",6/29/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3209,8, ,B3,90-18 69TH   AVENUE, ,11375,2,0,2,2600,1360,1930,1,B3," $200,000 ",8/9/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3234,92, ,B3,67-137 BURNS STREET, ,11375,2,0,2,1800,1110,1930,1,B3, $-   ,3/19/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3240,31, ,B3,71-44 NANSEN STREET, ,11375,2,0,2,2620,1792,1925,1,B3," $450,000 ",12/19/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3243,56, ,B3,71-21 LOUBET STREET, ,11375,2,0,2,3200,1727,1935,1,B3," $775,000 ",6/10/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3262,30, ,B9,99-15 ASCAN AVENUE, ,11375,2,0,2,1800,1836,1925,1,B9," $600,000 ",7/12/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3264,31, ,B9,101-11 ASCAN AVENUE, ,11375,2,0,2,1800,1878,1935,1,B9, $-   ,12/29/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3264,41, ,B3,72-41 KESSEL STREET, ,11375,2,0,2,2942,1680,1925,1,B3, $10 ,5/19/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3266,11, ,B3,72-12 HARROW STREET, ,11375,2,0,2,4000,2295,1935,1,B3," $1,650,000 ",9/21/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3277,12, ,B3,98-26 ASCAN AVENUE, ,11375,2,0,2,2250,1568,1935,1,B3," $1,230,000 ",9/28/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3289,1, ,B3,50 GREENWAY NORTH, ,11375,2,0,2,2600,1980,1935,1,B3," $1,865,000 ",8/5/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3289,1, ,B3,50 GREENWAY NORTH, ,11375,2,0,2,2600,1980,1935,1,B3, $-   ,7/26/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3291,72, ,B9,166 BURNS STREET, ,11375,2,0,2,1900,3280,1935,1,B9," $1,350,000 ",1/18/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3291,78, ,B9,154 BURNS STREET, ,11375,2,0,2,1900,3280,1935,1,B9, $-   ,12/29/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3334,135, ,B3,282 BURNS STREET, ,11375,2,0,2,1838,1998,1935,1,B3," $1,110,000 ",2/3/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3334,283, ,B3,394 BURNS STREET, ,11375,2,0,2,1350,2052,1935,1,B3, $-   ,8/26/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3334,283, ,B3,394 BURNS STREET, ,11375,2,0,2,1350,2052,1935,1,B3, $-   ,7/27/2016
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,3334,283, ,B3,394 BURNS STREET, ,11375,2,0,2,1350,2052,1935,1,B3, $-   ,7/27/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2122,19, ,C0,102-22 62ND   ROAD, ,11375,3,0,3,3800,3163,1920,1,C0, $-   ,4/6/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2127,61, ,C0,64-05 102ND   STREET, ,11374,3,0,3,2151,2714,1940,1,C0, $-   ,9/26/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2135,32, ,C0,102-50 67 ROAD, ,11375,3,0,3,2000,3600,1984,1,C0, $-   ,6/21/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2135,33, ,C0,102-52 67TH   ROAD, ,11375,3,0,3,2000,3600,1985,1,C0, $-   ,7/22/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2237,49, ,C0,110-31 72ND   DRIVE, ,11375,3,0,3,2008,3460,1983,1,C0, $-   ,8/15/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,2237,49, ,C0,110-31 72ND   DRIVE, ,11375,3,0,3,2008,3460,1983,1,C0, $-   ,8/15/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,3178,5, ,C0,68-16 ALDERTON STREET, ,11374,3,0,3,4576,2560,1970,1,C0, $-   ,7/22/2016
4,FOREST HILLS,03 THREE FAMILY DWELLINGS                  ,1,3178,10, ,C0,68-24 ALDERTON STREET, ,11374,3,0,3,1638,2394,1970,1,C0, $-   ,7/22/2016
4,FOREST HILLS,04 TAX CLASS 1 CONDOS                      ,1A,2185,1002, ,R3,64-34 GRAND CENTRAL PARKWA,1B,11375,1,0,1,0,0,2009,1,R3," $575,000 ",12/23/2016
4,FOREST HILLS,04 TAX CLASS 1 CONDOS                      ,1A,2185,1017, ,R3,64-34 GRAND CENTRAL PARKWA,2F,11375,1,0,1,0,0,2009,1,R3," $550,000 ",9/21/2016
4,FOREST HILLS,04 TAX CLASS 1 CONDOS                      ,1A,2185,1026, ,R3,64-34 GRND CNTRL PKWY SR W,3E,11375,1,0,1,0,0,2009,1,R3," $555,000 ",12/12/2016
4,FOREST HILLS,04 TAX CLASS 1 CONDOS                      ,1A,2252,1012, ,R3,112-07 75TH   AVENUE,12,11375,1,0,1,0,0,1985,1,R3, $-   ,5/5/2016
4,FOREST HILLS,05 TAX CLASS 1 VACANT LAND                 ,1B,2229,37, ,V0,N/A 112TH   STREET, ,11375,0,0,0,2500,0,0,1,V0, $-   ,12/2/2016
4,FOREST HILLS,06 TAX CLASS 1 - OTHER                     ,1,3232,17, ,G0,N/A 70TH   ROAD, ,11375,0,0,0,5400,0,1920,1,G0, $-   ,1/5/2017
4,FOREST HILLS,06 TAX CLASS 1 - OTHER                     ,1,3295,56, ,G0,UNION TURNPIKE, ,0,0,0,0,300,0,1950,1,G0," $30,000 ",11/11/2016
4,FOREST HILLS,06 TAX CLASS 1 - OTHER                     ,1,3295,63, ,G0,N/A UNION TURNPIKE, ,11375,0,0,0,510,0,1950,1,G0, $-   ,12/2/2016
4,FOREST HILLS,06 TAX CLASS 1 - OTHER                     ,1,3295,70, ,G0,N/A UNION TURNPIKE, ,11375,0,0,0,361,0,1950,1,G0, $-   ,7/6/2016
4,FOREST HILLS,06 TAX CLASS 1 - OTHER                     ,1,3295,70, ,G0,N/A UNION TURNPIKE, ,11375,0,0,0,361,0,1950,1,G0, $-   ,7/6/2016
4,FOREST HILLS,07 RENTALS - WALKUP APARTMENTS             ,2A,2180,7, ,C3,62-63 110TH   STREET, ,11375,4,0,4,5090,3451,1950,2,C3," $855,000 ",2/18/2016
4,FOREST HILLS,07 RENTALS - WALKUP APARTMENTS             ,2A,2183,4, ,C3,63-69 110TH STREET, ,11375,4,0,4,5160,3400,1950,2,C3," $975,000 ",1/18/2017
4,FOREST HILLS,07 RENTALS - WALKUP APARTMENTS             ,2,3257,19, ,C7,108-17 72ND   AVENUE, ,11375,11,4,15,5200,9600,1935,2,C7," $5,670,000 ",5/2/2016
4,FOREST HILLS,08 RENTALS - ELEVATOR APARTMENTS           ,2,2166,15, ,D1,108-20 62ND   DRIVE, ,11375,64,0,64,16367,55952,1959,2,D1, $-   ,12/30/2016
4,FOREST HILLS,08 RENTALS - ELEVATOR APARTMENTS           ,2,3205,1, ,D7,68-04 BURNS STREET, ,11375,15,3,18,5833,19788,1934,2,D7," $8,700,000 ",5/26/2016
4,FOREST HILLS,08 RENTALS - ELEVATOR APARTMENTS           ,2,3205,24, ,D1,68-50 BURNS STREET, ,11375,20,0,20,5833,24408,1931,2,D1," $6,700,000 ",5/26/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2184,11, ,C6,"110-61 64TH ROAD, 20", ,11375,0,0,0,0,0,1950,2,C6," $880,000 ",5/17/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2184,11, ,C6,"110-41 64TH ROAD, 3O", ,11375,0,0,0,0,0,1950,2,C6," $555,000 ",7/29/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2184,11, ,C6,"110-55 64TH ROAD, 23", ,11375,0,0,0,0,0,1950,2,C6," $616,041 ",9/30/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2184,11, ,C6,"110-65 64TH ROAD, 17A", ,11375,0,0,0,0,0,1950,2,C6," $717,866 ",10/24/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2184,11, ,C6,"110-29 64TH ROAD, 8A", ,11375,0,0,0,0,0,1950,2,C6," $230,000 ",11/28/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,2, ,C6,"111-15 66TH AVE., 2A", ,11375,0,0,0,0,0,1949,2,C6," $310,000 ",5/25/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,2, ,C6,"111-11 66TH AVENUE, 2B", ,11375,0,0,0,0,0,1949,2,C6," $266,000 ",7/28/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,2, ,C6,"66-06 111 STREET, 2A", ,11375,0,0,0,0,0,1949,2,C6," $290,000 ",8/29/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,38, ,C6,"111-23 66TH AVE, 2A", ,11375,0,0,0,0,0,1949,2,C6," $295,000 ",5/18/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,75, ,C6,"66-08 GRAND CENTRAL PARKWA, 3A", ,11375,0,0,0,0,0,1949,2,C6," $277,500 ",2/25/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,75, ,C6,"66-04 GRAND CENTRAL PARKWA, 2C", ,11375,0,0,0,0,0,1949,2,C6," $195,000 ",5/10/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,75, ,C6,"66-08 GRAND CENTRAL PARKWA, 1C", ,11375,0,0,0,0,0,1949,2,C6," $205,000 ",7/18/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,75, ,C6,"111-18 66TH AVE, APT 3", ,11375,0,0,0,0,0,1949,2,C6," $218,000 ",10/13/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,2186,88, ,C6,"111-05 66 ROAD, 3-A", ,11375,0,0,0,0,0,1949,2,C6," $215,000 ",6/22/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3198,33, ,C6,"94-11 69TH AVENUE, 302", ,11375,0,0,0,0,0,1938,2,C6," $325,000 ",2/18/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3233,14, ,C6,"2 DARTMOUTH STREET, M-46", ,11375,0,0,0,0,0,1920,2,C6," $133,000 ",2/10/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3233,14, ,C6,"2 DARTMOUTH STREET, M47", ,11375,0,0,0,0,0,1920,2,C6," $125,000 ",6/29/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3254,20, ,C6,"10 STATION SQUARE, R34", ,11375,0,0,0,0,0,1930,2,C6," $175,000 ",3/29/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3254,20, ,C6,"10 STATION SQUARE, R44", ,11375,0,0,0,0,0,1930,2,C6," $215,000 ",4/12/2016
4,FOREST HILLS,09 COOPS - WALKUP APARTMENTS               ,2,3254,20, ,C6,"10 STATION SQUARE, R51", ,11375,0,0,0,0,0,1930,2,C6," $72,000 ",1/25/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63RD   ROAD, A52", ,11375,0,0,0,0,0,1955,2,D4," $340,000 ",6/14/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63 ROAD, B41", ,11375,0,0,0,0,0,1955,2,D4," $260,000 ",8/5/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63 ROAD, B55", ,11375,0,0,0,0,0,1955,2,D4," $389,000 ",9/20/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63RD ROAD, A17", ,11375,0,0,0,0,0,1955,2,D4," $253,000 ",12/8/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63RD   ROAD, A27", ,11375,0,0,0,0,0,1955,2,D4," $195,000 ",12/19/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"102-21 63RD ROAD, A14", ,11375,0,0,0,0,0,1955,2,D4," $275,000 ",1/6/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2124,56, ,D4,"10221 63RD ROAD, B63", ,11375,0,0,0,0,0,1955,2,D4," $225,000 ",1/9/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 5E", ,11375,0,0,0,0,0,1949,2,D4," $235,000 ",4/6/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 2J", ,11375,0,0,0,0,0,1949,2,D4," $245,000 ",4/18/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 4B", ,11375,0,0,0,0,0,1949,2,D4," $315,000 ",4/29/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 5D", ,11375,0,0,0,0,0,1949,2,D4," $155,000 ",6/14/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 4H", ,11375,0,0,0,0,0,1949,2,D4," $258,555 ",10/19/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,18, ,D4,"102-17 64TH ROAD, 6D", ,11375,0,0,0,0,0,1949,2,D4," $155,000 ",11/21/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,27, ,D4,"102-36 64TH AVENUE, 6K", ,11375,0,0,0,0,0,1949,2,D4, $-   ,4/4/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,27, ,D4,"102-35 64TH ROAD, 3H", ,11375,0,0,0,0,0,1949,2,D4, $-   ,6/14/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2127,27, ,D4,"102-36 64TH AVENUE, 3C", ,11375,0,0,0,0,0,1949,2,D4," $136,000 ",10/27/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, D45", ,11375,0,0,0,0,0,1952,2,D4," $95,000 ",3/16/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"10232 65TH AVENUE, A54", ,11375,0,0,0,0,0,1952,2,D4," $320,000 ",4/1/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, D32", ,11375,0,0,0,0,0,1952,2,D4," $210,000 ",4/6/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-32 65TH AVENUE, B-57", ,11375,0,0,0,0,0,1952,2,D4, $-   ,4/19/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, D15", ,11375,0,0,0,0,0,1952,2,D4," $127,000 ",6/9/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, C-41", ,11375,0,0,0,0,0,1952,2,D4," $145,000 ",7/14/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-32 65TH AVENUE, A32", ,11375,0,0,0,0,0,1952,2,D4," $228,000 ",10/26/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, C55", ,11375,0,0,0,0,0,1952,2,D4, $-   ,10/21/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-32 65TH AVENUE, B36", ,11375,0,0,0,0,0,1952,2,D4," $325,000 ",12/1/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-32 65TH AVENUE, B52", ,11375,0,0,0,0,0,1952,2,D4, $-   ,11/23/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2129,14, ,D4,"102-12 65TH AVENUE, C31", ,11375,0,0,0,0,0,1952,2,D4," $168,000 ",1/18/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2132,54, ,D4,"66-10 YELLOWSTONE BOULEVAR, 6D", ,11375,0,0,0,0,0,1958,2,D4," $288,000 ",2/9/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2132,54, ,D4,"66-10 YELLOWSTONE BLVD, 6A", ,11375,0,0,0,0,0,1958,2,D4," $352,490 ",6/16/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH   ROAD, 24C", ,11375,0,0,0,0,0,1964,2,D4," $185,000 ",2/2/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-30 66TH ROAD, 15D", ,11375,0,0,0,0,0,1964,2,D4," $488,000 ",3/2/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 12A", ,11375,0,0,0,0,0,1964,2,D4," $263,000 ",3/31/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-30 66TH ROAD, 28A", ,11375,0,0,0,0,0,1964,2,D4," $325,000 ",3/30/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-30 66TH ROAD, 3F", ,11375,0,0,0,0,0,1964,2,D4," $330,000 ",4/8/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66 ROAD, 9K", ,11375,0,0,0,0,0,1964,2,D4," $265,000 ",4/11/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66 ROAD, 16B", ,11375,0,0,0,0,0,1964,2,D4," $405,000 ",5/4/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 16E", ,11375,0,0,0,0,0,1964,2,D4," $397,000 ",5/10/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 17D", ,11375,0,0,0,0,0,1964,2,D4," $575,000 ",6/8/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-30 66TH ROAD, 25B", ,11375,0,0,0,0,0,1964,2,D4," $429,000 ",6/23/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 9C", ,11375,0,0,0,0,0,1964,2,D4," $104,278 ",6/23/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 2F", ,11375,0,0,0,0,0,1964,2,D4," $505,000 ",6/30/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 3G", ,11375,0,0,0,0,0,1964,2,D4, $-   ,8/16/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH   ROAD, 15E", ,11375,0,0,0,0,0,1964,2,D4," $390,000 ",8/2/2016
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2133,16, ,D4,"102-10 66TH ROAD, 5D", ,11375,0,0,0,0,0,1964,2,D4," $530,000 ",9/22/2016
